15 3312 12505
0 0 -0.142542 -0.347601
1 0 -0.119627 -0.341861
0 1 0.00354326 -0.230889
1 1 0.0216846 -0.224193
0 2 -0.232294 -0.218453
1 2 -0.207087 -0.216731
0 3 0.275663 -0.0979138
1 3 0.234606 -0.0940872
0 4 0.256567 -0.0960005
1 4 0.21551 -0.0921739
0 5 0.258476 -0.0873906
1 5 0.218375 -0.083564
0 6 0.288075 -0.0873906
1 6 0.248928 -0.0816507
0 7 -0.0566095 -0.086434
1 7 -0.078761 -0.0893039
0 8 0.235561 -0.0854773
1 8 0.19355 -0.0816507
0 9 0.26516 -0.0826073
1 9 0.224103 -0.077824
0 10 0.233651 -0.0797374
1 10 0.19164 -0.0768674
0 11 -0.0308298 -0.0749541
1 11 -0.0556547 -0.077824
0 12 0.226013 -0.0720841
1 12 0.184956 -0.0692141
0 13 0.289985 -0.0720841
1 13 0.248928 -0.0663442
0 14 0.247019 -0.0701708
1 14 0.205007 -0.0663442
0 15 0.247974 -0.0673008
1 15 0.205007 -0.0634742
0 16 0.285211 -0.0663442
1 16 0.245109 -0.0615609
0 17 0.208827 -0.0644308
1 17 0.16777 -0.0625175
0 18 0.264205 -0.0644308
1 18 0.223149 -0.0606042
0 19 0.285211 -0.0644308
1 19 0.245109 -0.0586909
0 20 -0.0852537 -0.0634742
1 20 -0.108169 -0.0682575
0 21 -0.0165077 -0.0634742
1 21 -0.0422874 -0.0663442
0 22 -0.0203269 -0.0615609
1 22 -0.0451518 -0.0644308
0 23 -0.0251009 -0.0606042
1 23 -0.0508807 -0.0634742
0 24 0.231742 -0.0606042
1 24 0.190685 -0.0577342
0 25 -0.0852537 -0.0596476
1 25 -0.108169 -0.0653875
0 26 -0.0222365 -0.0567776
1 26 -0.0470615 -0.0596476
0 27 -0.0193721 -0.0567776
1 27 -0.044197 -0.0606042
0 28 -0.0231913 -0.0539076
1 28 -0.0489711 -0.0567776
0 29 0.224103 -0.0539076
1 29 0.183047 -0.050081
0 30 0.246064 -0.0519943
1 30 0.204052 -0.0481677
0 31 -0.0241461 -0.0510376
1 31 -0.0499259 -0.0548643
0 32 -0.0231913 -0.0491243
1 32 -0.0480163 -0.052951
0 33 0.229832 -0.0491243
1 33 0.188776 -0.0462544
0 34 -0.00982403 -0.0462544
1 34 -0.0336942 -0.0491243
0 35 0.301443 -0.044341
1 35 0.263823 -0.0376444
0 36 0.291895 -0.0414711
1 36 0.250838 -0.0366878
0 37 -0.0231913 -0.0357311
1 37 -0.0480163 -0.0395578
0 38 0.245109 -0.0357311
1 38 0.203098 -0.0319045
0 39 0.247974 -0.0357311
1 39 0.205962 -0.0319045
0 40 0.249883 -0.0328612
1 40 0.208827 -0.0290345
0 41 0.24129 -0.0319045
1 41 0.199278 -0.0280779
0 42 0.0150009 -0.0309478
1 42 -0.0060048 -0.0319045
0 43 0.287121 -0.0299912
1 43 0.247974 -0.0242513
0 44 0.24129 -0.0280779
1 44 0.199278 -0.0242513
0 45 0.233651 -0.0271212
1 45 0.192595 -0.0232946
0 46 0.247974 -0.0271212
1 46 0.206917 -0.0223379
0 47 0.246064 -0.0261646
1 47 0.205389 -0.0227206
0 48 0.262296 -0.0204246
1 48 0.222194 -0.0156413
0 49 0.244154 -0.0156413
1 49 0.204052 -0.0108581
0 50 0.240335 -0.0146847
1 50 0.200233 -0.0108581
0 51 0.233651 -0.013728
1 51 0.194504 -0.0099014
0 52 0.253702 -0.013728
1 52 0.212646 -0.0099014
0 53 0.231742 -0.0127714
1 53 0.192595 -0.00894474
0 54 0.271844 -0.00416145
1 54 0.233651 0.00062183
0 55 0.249883 -0.00129148
1 55 0.209781 0.0034918
0 56 0.253702 0.00636177
1 56 0.213601 0.0121017
0 57 0.245109 0.0121017
1 57 0.205007 0.016885
0 58 0.262296 0.0121017
1 58 0.222194 0.016885
0 59 0.256567 0.0293215
1 59 0.219138 0.0346789
0 60 -0.0289201 0.0541946
1 60 -0.0919373 0.0417581
0 61 0.0570124 0.0589779
1 61 -0.0107788 0.0494113
0 62 0.0235942 0.0704578
1 62 -0.0451518 0.0580212
0 63 0.0493739 0.0905476
1 63 -0.0155529 0.080981
0 64 -0.00791441 0.0915042
1 64 -0.0671124 0.0800244
0 65 0.0512836 0.0962875
1 65 -0.0126884 0.0857643
0 66 0.0732441 0.116377
1 66 0.0140461 0.108724
0 67 -0.00695961 0.124987
1 67 -0.0652028 0.113507
0 68 0.0331422 0.129771
1 68 -0.0308298 0.119247
0 69 0.258095 -0.0870079
1 69 0.217993 -0.083564
0 70 0.234033 -0.0847119
1 70 0.192786 -0.081268
0 71 0.264969 -0.082416
1 71 0.224867 -0.077824
0 72 -0.101676 -0.081268
1 72 -0.120696 -0.0863192
0 73 0.232888 -0.08012
1 73 0.19164 -0.076676
0 74 0.235179 -0.077824
1 74 0.193932 -0.07438
0 75 -0.0420965 -0.07438
1 75 -0.063866 -0.077824
0 76 0.226013 -0.0720841
1 76 0.185911 -0.0686401
0 77 0.290176 -0.0720841
1 77 0.250074 -0.0663442
0 78 0.247783 -0.0697881
1 78 0.205389 -0.0663442
0 79 -0.0168896 -0.0629002
1 79 -0.0420965 -0.0663442
0 80 0.212264 -0.0617522
1 80 0.171016 -0.0594562
0 81 -0.0249099 -0.0606042
1 81 -0.0501168 -0.0640482
0 82 -0.0203269 -0.0606042
1 82 -0.0466795 -0.0640482
0 83 0.276427 -0.0606042
1 83 0.235179 -0.0560122
0 84 -0.0867814 -0.0571602
1 84 -0.108551 -0.0629002
0 85 -0.0214726 -0.0560122
1 85 -0.0466795 -0.0594562
0 86 -0.0833441 -0.0548643
1 86 -0.105114 -0.0594562
0 87 -0.0478253 -0.0548643
1 87 -0.0709316 -0.0586909
0 88 -0.0226184 -0.0537163
1 88 -0.048971 -0.0571602
0 89 0.245491 -0.0525683
1 89 0.204243 -0.0479763
0 90 -0.0455338 -0.0514203
1 90 -0.069022 -0.0558209
0 91 0.240908 -0.0514203
1 91 0.19966 -0.0479763
0 92 -0.0237642 -0.0502723
1 92 -0.0501168 -0.0537163
0 93 0.22945 -0.0491243
1 93 0.188203 -0.0456803
0 94 0.290176 -0.0376444
1 94 0.25122 -0.0319045
0 95 -0.00657766 -0.0364964
1 95 -0.029875 -0.0395578
0 96 -0.0237642 -0.0353484
1 96 -0.0478253 -0.0387924
0 97 -0.0191811 -0.0353484
1 97 -0.0432422 -0.0399404
0 98 0.247783 -0.0353484
1 98 0.205389 -0.0319045
0 99 0.242054 -0.0342004
1 99 0.200806 -0.0307565
0 100 0.240908 -0.0319045
1 100 0.19966 -0.0284605
0 101 0.0151919 -0.0307565
1 101 -0.00543191 -0.0319045
0 102 0.287885 -0.0307565
1 102 0.247783 -0.0257053
0 103 0.248928 -0.0296085
1 103 0.206917 -0.0252079
0 104 0.242054 -0.0284605
1 104 0.19966 -0.0250166
0 105 -0.0134523 -0.0261646
1 105 -0.0386591 -0.0307565
0 106 0.2432 -0.0261646
1 106 0.200806 -0.0227206
0 107 0.262678 -0.0204246
1 107 0.22143 -0.0158326
0 108 0.25924 -0.0192766
1 108 0.217993 -0.0146847
0 109 0.242054 -0.0169806
1 109 0.201952 -0.0123887
0 110 0.220284 -0.0112407
1 110 0.185911 -0.00664874
0 111 0.230596 -0.0100927
1 111 0.186866 -0.00703143
0 112 0.266115 -0.0100927
1 112 0.228305 -0.00435274
0 113 0.254657 -0.00550074
1 113 0.214555 -0.000908798
0 114 0.253511 0.00368314
1 114 0.21341 0.00942309
0 115 0.267261 0.00942309
1 115 0.227159 0.015163
0 116 0.25924 0.0117191
1 116 0.219138 0.016311
0 117 0.236325 0.019755
1 117 0.196414 0.0235816
0 118 0.0312327 0.0323829
1 118 -0.0395758 0.0211326
0 119 -0.0260557 0.0599346
1 119 -0.0890729 0.047498
0 120 0.0277953 0.0714144
1 120 -0.0409507 0.0599346
0 121 -0.0340761 0.0748584
1 121 -0.0913644 0.0622306
0 122 0.0449819 0.0817464
1 122 -0.0214726 0.0714144
0 123 -0.00772344 0.0920783
1 123 -0.0673033 0.0805984
0 124 0.0518564 0.0966702
1 124 -0.0120774 0.0872567
0 125 0.073626 0.117334
1 125 0.0140462 0.109298
0 126 0.0300869 0.118482
1 126 -0.034649 0.107767
0 127 -0.0272015 0.123074
1 127 -0.0881181 0.109681
0 128 -0.00428614 0.123074
1 128 -0.064248 0.110637
0 129 0.0805006 0.124222
1 129 0.0174834 0.116186
0 130 0.0335242 0.129962
1 130 -0.0317845 0.118482
0 131 0.0117546 0.132258
1 131 -0.0489711 0.121161
0 132 0.0163377 0.132258
1 132 -0.044197 0.121161
0 133 0.0186292 0.134554
1 133 -0.0432422 0.123074
0 134 0.0507107 0.135702
1 134 -0.0111607 0.126518
0 135 0.0873753 0.135702
1 135 0.0264204 0.128584
0 136 0.0770633 0.141442
1 136 0.0126712 0.132717
0 137 -0.0524083 0.157514
1 137 -0.115426 0.141442
0 138 0.313779 -0.10285
1 138 0.28101 -0.0950439
0 139 0.257407 -0.0876967
1 139 0.216159 -0.083564
0 140 0.232659 -0.0849416
1 140 0.191411 -0.0808088
0 141 0.264282 -0.0821864
1 141 0.224409 -0.0780536
0 142 0.290405 -0.0725433
1 142 0.250532 -0.0670329
0 143 0.220284 -0.0697881
1 143 0.179037 -0.0656553
0 144 0.246408 -0.0697881
1 144 0.20516 -0.0656553
0 145 0.284906 -0.0670329
1 145 0.243658 -0.0615226
0 146 -0.0863231 -0.0642777
1 146 -0.106259 -0.0686401
0 147 0.262907 -0.0642777
1 147 0.223034 -0.060145
0 148 -0.0244516 -0.0615226
1 148 -0.0505751 -0.0642777
0 149 0.236783 -0.0615226
1 149 0.195536 -0.0573898
0 150 0.275281 -0.0615226
1 150 0.235408 -0.0560122
0 151 0.278031 -0.0615226
1 151 0.238158 -0.0573898
0 152 0.28903 -0.0422364
1 152 0.250532 -0.036726
0 153 -0.018952 -0.036726
1 153 -0.0437005 -0.0394812
0 154 0.28903 -0.036726
1 154 0.250532 -0.0312157
0 155 0.246408 -0.0353484
1 155 0.20516 -0.0312157
0 156 0.243658 -0.0270829
1 156 0.203785 -0.0229502
0 157 0.240908 -0.0174399
1 157 0.201035 -0.0133071
0 158 0.253282 -0.0160623
1 158 0.212264 -0.0123887
0 159 0.243658 -0.0146847
1 159 0.203785 -0.0105519
0 160 0.247783 -0.0146847
1 160 0.20791 -0.0105519
0 161 0.253282 -0.0105519
1 161 0.21341 -0.00641915
0 162 0.257407 -0.00779674
1 162 0.218909 -0.00366397
0 163 0.261532 -0.00641915
1 163 0.223034 -0.000908798
0 164 0.249158 -0.00228639
1 164 0.209285 0.00322397
0 165 0.246408 -0.000908798
1 165 0.206535 0.00322397
0 166 0.253282 0.00597914
1 166 0.21341 0.0114895
0 167 0.245033 0.0114895
1 167 0.20516 0.0156223
0 168 0.258782 0.0114895
1 168 0.218909 0.0164488
0 169 0.264282 0.0114895
1 169 0.223859 0.0164488
0 170 0.225784 0.0156223
1 170 0.190685 0.019755
0 171 0.231284 0.0238877
1 171 0.195077 0.0277909
0 172 0.256032 0.0293981
1 172 0.218909 0.0349084
0 173 0.239533 0.0335309
1 173 0.20241 0.0376636
0 174 0.0442944 0.0473067
1 174 -0.0258266 0.036286
0 175 0.0566687 0.0583274
1 175 -0.0104274 0.0478578
0 176 -0.0299513 0.0707257
1 176 -0.087698 0.0583274
0 177 0.0250455 0.0707257
1 177 -0.0423256 0.059705
0 178 -0.00932751 0.0913894
1 178 -0.0670742 0.0803688
0 179 0.016796 0.132717
1 179 -0.044388 0.121926
0 180 0.051169 0.135472
1 180 -0.0107024 0.125829
0 181 0.281606 -0.100921
1 181 0.243658 -0.0959622
0 182 0.288205 -0.0876967
1 182 0.250258 -0.0824068
0 183 0.232109 -0.0843905
1 183 0.190861 -0.0810843
0 184 0.243658 -0.0827374
1 184 0.20241 -0.0794312
0 185 0.265107 -0.0827374
1 185 0.223859 -0.0777781
0 186 -0.102822 -0.0810843
1 186 -0.121565 -0.0859774
0 187 0.194161 -0.0794312
1 187 0.155663 -0.076676
0 188 0.235408 -0.0777781
1 188 0.194161 -0.0744719
0 189 0.289855 -0.0728188
1 189 0.250258 -0.0678594
0 190 0.227159 -0.0711656
1 190 0.185911 -0.0678594
0 191 -0.0549749 -0.0678594
1 191 -0.0747737 -0.0711656
0 192 0.271706 -0.0629002
1 192 0.230459 -0.058602
0 193 0.284906 -0.0629002
1 193 0.245308 -0.0579408
0 194 0.232109 -0.061247
1 194 0.190861 -0.0579408
0 195 0.275006 -0.061247
1 195 0.235408 -0.0562878
0 196 -0.0764236 -0.059594
1 196 -0.0978724 -0.0645532
0 197 0.223859 -0.0579408
1 197 0.180962 -0.0546346
0 198 0.246958 -0.0529815
1 198 0.20571 -0.0496753
0 199 0.223859 -0.0513284
1 199 0.182611 -0.0480222
0 200 0.240358 -0.0513284
1 200 0.19911 -0.0480222
0 201 -0.00877752 -0.0463691
1 201 -0.0272015 -0.0477467
0 202 0.00442172 -0.0414098
1 202 -0.0153771 -0.0430629
0 203 0.289855 -0.0364505
1 203 0.250258 -0.0298381
0 204 0.235408 -0.028185
1 204 0.194161 -0.0248788
0 205 -0.0153771 -0.0265319
1 205 -0.0401257 -0.0314912
0 206 0.284906 -0.0265319
1 206 0.245308 -0.0215726
0 207 0.253557 -0.0166132
1 207 0.21396 -0.011654
0 208 0.266757 -0.0100008
1 208 0.227159 -0.0050415
0 209 0.258507 -0.0083477
1 209 0.218909 -0.00338843
0 210 0.261807 -0.00669463
1 210 0.222209 -0.0017353
0 211 0.270056 -0.00338843
1 211 0.232109 0.0015709
0 212 0.253557 0.00653023
1 212 0.21396 0.0114895
0 213 0.255207 0.00983643
1 213 0.21561 0.0147957
0 214 0.0192709 0.0280206
1 214 -0.0500251 0.0164488
0 215 0.256857 0.0296736
1 215 0.218909 0.034633
0 216 0.235408 0.0313268
1 216 0.19911 0.0362861
0 217 0.0308202 0.0329798
1 217 -0.0384758 0.0214082
0 218 0.0489691 0.0908385
1 218 -0.0153771 0.0809199
0 219 -0.0500251 0.10241
1 219 -0.116021 0.0862098
0 220 0.0308202 0.118941
1 220 -0.0340761 0.107921
0 221 0.0803174 0.123901
1 221 0.017621 0.115635
0 222 0.0192709 0.133819
1 222 -0.0434255 0.122247
0 223 0.0506191 0.135472
1 223 -0.0104274 0.125554
0 224 0.230459 -0.0843905
1 224 0.188881 -0.080423
0 225 0.264117 -0.0824068
1 225 0.222539 -0.0784393
0 226 0.192841 -0.080423
1 226 0.155223 -0.0784393
0 227 0.256197 -0.080423
1 227 0.216599 -0.0764556
0 228 -0.0487052 -0.0705044
1 228 -0.070484 -0.0744718
0 229 0.20868 -0.0645532
1 229 0.167102 -0.0625695
0 230 0.232439 -0.0625695
1 230 0.190861 -0.058602
0 231 0.283916 -0.0625695
1 231 0.244318 -0.0574118
0 232 -0.0209868 -0.0546346
1 232 -0.0467253 -0.058602
0 233 0.246298 -0.0546346
1 233 0.20472 -0.0506672
0 234 0.0186109 -0.0427322
1 234 -0.00118794 -0.0427322
0 235 0.016631 -0.0308299
1 235 -0.00547772 -0.0314912
0 236 0.238378 -0.0169438
1 236 0.198781 -0.0129764
0 237 -0.119981 -0.0129764
1 237 -0.1378 -0.0189276
0 238 0.258177 -0.00900897
1 238 0.218579 -0.0050415
0 239 0.262137 -0.00702524
1 239 0.222539 -0.00107404
0 240 0.248278 0.000909691
1 240 0.21066 0.0048771
0 241 0.21066 0.0048771
1 241 0.179312 0.00983643
0 242 0.21462 0.0048771
1 242 0.182611 0.00983643
0 243 0.068108 0.0266981
1 243 -0.00118794 0.0167795
0 244 0.234418 0.0306656
1 244 0.198781 0.034633
0 245 0.0443494 0.0465353
1 245 -0.0229667 0.0366167
0 246 -0.0328661 0.0723237
1 246 -0.0902828 0.0604214
0 247 0.0443494 0.0802586
1 247 -0.0209868 0.07034
0 248 0.0245506 0.0881935
1 248 -0.0384758 0.0776136
0 249 0.0483092 0.0901773
1 249 -0.0150471 0.0802586
0 250 -0.00910749 0.092161
1 250 -0.0685041 0.0802586
0 251 -0.00910749 0.121917
1 251 -0.0685041 0.110014
0 252 -0.00316783 0.125884
1 252 -0.0625644 0.113982
0 253 0.0423695 0.125884
1 253 -0.0209868 0.115966
0 254 0.0106914 0.131835
1 254 -0.0506851 0.119933
0 255 0.052269 0.133819
1 255 -0.00910749 0.123901
0 256 -0.052665 0.15564
1 256 -0.116021 0.13977
0 257 -0.00277181 -0.514462
1 257 0.017621 -0.502626
0 258 0.303715 -0.0931188
1 258 0.268552 -0.0859773
0 259 0.253821 -0.0883578
1 259 0.213432 -0.0835969
0 260 0.289459 -0.0883578
1 260 0.251446 -0.0831208
0 261 0.263325 -0.0835969
1 261 0.222935 -0.078836
0 262 0.194425 -0.0812164
1 262 0.156411 -0.078836
0 263 0.256197 -0.0812164
1 263 0.215808 -0.0764555
0 264 0.310842 -0.0716946
1 264 0.27758 -0.0645532
0 265 -0.0883029 -0.0645532
1 265 -0.109686 -0.0693141
0 266 0.20868 -0.0645532
1 266 0.16829 -0.0621727
0 267 0.270452 -0.0645532
1 267 0.230063 -0.0597922
0 268 0.232439 -0.0621727
1 268 0.189673 -0.0597922
0 269 0.275204 -0.0621727
1 269 0.234815 -0.0574118
0 270 -0.085927 -0.0574118
1 270 -0.10731 -0.0621727
0 271 -0.00514767 -0.0478899
1 271 -0.0289063 -0.0502703
0 272 -0.0146511 -0.0431289
1 272 -0.0384098 -0.0455094
0 273 0.018611 -0.0431289
1 273 -0.00039593 -0.0431289
0 274 -0.00039593 -0.038368
1 274 -0.0217787 -0.0407485
0 275 0.256197 -0.0169438
1 275 0.215808 -0.0121829
0 276 0.251446 -0.00980237
1 276 0.211056 -0.00504145
0 277 0.258573 -0.00980237
1 277 0.218183 -0.00504145
0 278 0.268077 -0.00504145
1 278 0.230063 -0.000280524
0 279 0.275204 -0.00266096
1 279 0.23719 0.00257608
0 280 0.018611 0.0282851
1 280 -0.0502891 0.0163828
0 281 0.0304903 0.0306656
1 281 -0.0407856 0.0187633
0 282 0.246694 0.0306656
1 282 0.211056 0.0354265
0 283 0.0257386 0.0663726
1 283 -0.0431615 0.0544703
0 284 0.0447455 0.0806554
1 284 -0.0194029 0.0711336
0 285 0.0637524 0.111602
1 285 0.00197992 0.10208
0 286 0.0827593 0.113982
1 286 0.0257386 0.106841
0 287 0.0304903 0.118743
1 287 -0.033658 0.106841
0 288 -0.00989941 0.121123
1 288 -0.069296 0.109221
0 289 0.0304903 0.135406
1 289 -0.0393601 0.122552
0 290 0.0732558 0.140167
1 290 0.00910752 0.130645
0 291 0.0803834 0.147309
1 291 0.0162351 0.137787
0 292 0.194425 -0.0831208
1 292 0.157361 -0.0802643
0 293 0.228637 -0.0831208
1 293 0.188723 -0.0802643
0 294 0.220084 -0.068838
1 294 0.18017 -0.0659814
0 295 0.231488 -0.0631249
1 295 0.188723 -0.0602683
0 296 0.274254 -0.0631249
1 296 0.234339 -0.0574118
0 297 0.285658 -0.0602683
1 297 0.244603 -0.0551265
0 298 0.231488 -0.0516986
1 298 0.188723 -0.0488421
0 299 0.282807 -0.0288461
1 299 0.242892 -0.023133
0 300 0.234339 -0.00885015
1 300 0.194425 -0.00504145
0 301 0.191574 -0.00599361
1 301 0.161163 -0.00266096
0 302 0.265701 0.022572
1 302 0.231488 0.0282851
0 303 0.0176606 0.0282851
1 303 -0.0507642 0.0168589
0 304 0.257148 0.0282851
1 304 0.218183 0.033046
0 305 0.0290648 0.0311417
1 305 -0.0393601 0.0197154
0 306 0.0262137 0.068277
1 306 -0.0422111 0.0568508
0 307 0.0347668 0.068277
1 307 -0.030807 0.0568508
0 308 -0.00799868 0.0797033
1 308 -0.0678704 0.068277
0 309 0.0376179 0.088273
1 309 -0.027956 0.0768467
0 310 0.0319158 0.102556
1 310 -0.0365091 0.0911296
0 311 0.0319158 0.119695
1 311 -0.030807 0.108269
0 312 -0.00514767 0.128265
1 312 -0.0621684 0.116362
0 313 0.302764 -0.0928331
1 313 0.265131 -0.0859773
0 314 -0.0496238 -0.0859773
1 314 -0.0701513 -0.0894052
0 315 0.206969 -0.0859773
1 315 0.169336 -0.0825495
0 316 0.227497 -0.0825495
1 316 0.186442 -0.0791216
0 317 0.210391 -0.0654101
1 317 0.169336 -0.0619822
0 318 0.230918 -0.0654101
1 318 0.189863 -0.0619822
0 319 0.244603 -0.0551265
1 319 0.203548 -0.0516986
0 320 0.230918 -0.0516986
1 320 0.189863 -0.0482707
0 321 0.244603 -0.0311314
1 321 0.203548 -0.0277035
0 322 0.0153798 0.0271426
1 322 -0.0496238 0.0168589
0 323 0.0495922 0.0545656
1 323 -0.0188326 0.0442819
0 324 0.046171 0.0819885
1 324 -0.0188326 0.0717049
0 325 0.0359073 0.0888443
1 325 -0.0290963 0.0785607
0 326 -0.0290963 0.109412
1 326 -0.0906787 0.0957001
0 327 -0.204604 -0.48536
2 327 -0.0867814 -0.458956
2 4 0.226013 -0.0701708
2 5 0.227923 -0.0606042
2 6 0.259431 -0.0577342
0 328 -0.0537451 -0.086434
2 328 -0.0527903 -0.080694
2 8 0.204052 -0.0606042
2 9 0.234606 -0.0548643
2 11 -0.0375134 -0.0673008
2 12 0.196414 -0.047211
2 13 0.259431 -0.0433844
2 15 0.214555 -0.0424277
2 16 0.254657 -0.0376444
2 17 0.177318 -0.0414711
2 18 0.232697 -0.0376444
2 19 0.255612 -0.0347745
2 20 -0.0881181 -0.0606042
2 21 -0.0251009 -0.0558209
2 22 -0.029875 -0.0539076
0 329 0.211691 -0.0615609
2 329 0.181137 -0.0386011
2 23 -0.0336942 -0.0539076
2 24 0.200233 -0.0366878
0 330 0.276618 -0.0606042
2 330 0.245109 -0.0328612
2 27 -0.0289201 -0.050081
2 28 -0.0327394 -0.047211
0 331 0.24129 -0.0519943
2 331 0.207872 -0.0271212
2 31 -0.0336942 -0.044341
2 32 -0.0336942 -0.0424277
2 33 0.197369 -0.0252079
0 332 0.21551 -0.0481677
2 332 0.184002 -0.0252079
2 34 -0.0174625 -0.0386011
0 333 0.29094 -0.0376444
2 333 0.261532 -0.00779674
2 37 -0.0317846 -0.0290345
2 38 0.210736 -0.0099014
2 39 0.213601 -0.0099014
2 40 0.216465 -0.00703143
2 41 0.207872 -0.00607477
2 44 0.207872 -0.0032048
2 47 0.210736 -0.000334827
0 334 0.260386 -0.0185113
2 334 0.227923 0.00827509
0 335 0.251793 -0.016598
2 335 0.221239 0.0101884
2 50 0.208827 0.0111451
2 51 0.203098 0.0121017
2 53 0.201188 0.0130584
0 336 0.254657 -0.0108581
2 336 0.223149 0.0159283
2 54 0.242245 0.0245383
2 55 0.218375 0.0254949
0 337 -0.0384682 0.00540511
2 337 -0.0959475 0.000239202
2 56 0.221239 0.0341048
0 338 0.255612 0.0101884
2 338 0.224103 0.0379315
