15 5453 16316
0 0 -0.252822 -0.292264
1 0 -0.220222 -0.338113
0 1 -0.0847301 -0.292264
1 1 -0.0562054 -0.32283
0 2 -0.236522 -0.280037
1 2 -0.204941 -0.325886
0 3 -0.220222 -0.278
1 3 -0.190679 -0.323849
0 4 0.483726 -0.278
1 4 0.495951 -0.312641
0 5 -0.225316 -0.276981
1 5 -0.195773 -0.32283
0 6 0.477613 -0.273924
1 6 0.489838 -0.308566
0 7 -0.0511117 -0.26883
1 7 -0.0246245 -0.300415
0 8 -0.224297 -0.263736
1 8 -0.194754 -0.310603
0 9 0.451126 -0.260679
1 9 0.463351 -0.29532
0 10 -0.0164746 -0.251509
1 10 0.00797512 -0.283094
0 11 0.424639 -0.249472
1 11 0.437883 -0.285132
0 12 0.428714 -0.249472
1 12 0.441958 -0.285132
0 13 -0.0307369 -0.24234
1 13 -0.00628722 -0.275962
0 14 -0.177435 -0.239283
1 14 -0.149929 -0.285132
0 15 -0.18151 -0.236226
1 15 -0.154004 -0.282075
0 16 0.395096 -0.235208
1 16 0.408339 -0.270868
0 17 0.146523 -0.216868
1 17 0.166898 -0.256604
0 18 -0.0144371 -0.18834
1 18 0.00797512 -0.225019
0 19 0.0140875 -0.174076
1 19 0.035481 -0.210755
0 20 -0.00221227 -0.165925
1 20 0.0191812 -0.203623
0 21 -0.0847301 -0.162868
1 21 -0.0623178 -0.207698
0 22 -0.0643553 -0.153699
1 22 -0.0419431 -0.196491
0 23 -0.022587 -0.110906
1 23 -0.00221227 -0.153699
0 24 0.320728 -0.103774
1 24 0.337028 -0.135359
0 25 0.148561 -0.091548
1 25 0.16588 -0.126189
0 26 0.0915116 -0.0864537
1 26 0.107811 -0.127208
0 27 -0.00119353 -0.077284
1 27 0.0171438 -0.121095
0 28 -0.0368494 -0.0752462
1 28 -0.0185121 -0.123133
0 29 0.00186269 -0.0742274
1 29 0.0202 -0.118038
0 30 0.148561 -0.0721897
1 30 0.166287 -0.106627
0 31 0.035481 -0.0691331
1 31 0.0517809 -0.112944
0 32 0.303409 -0.0579256
1 32 0.319709 -0.0905292
0 33 0.306465 -0.0507936
1 33 0.321543 -0.0846198
0 34 -0.0735239 -0.0456993
1 34 -0.0511117 -0.0864537
0 35 -0.116311 -0.0375484
1 35 -0.09288 -0.0813594
0 36 0.325821 -0.0283786
1 36 0.340084 -0.0640388
0 37 0.128186 -0.0151334
1 37 0.140411 -0.0609822
0 38 0.0477059 -0.0120768
1 38 0.0640057 -0.0569067
0 39 0.315634 0.00218725
1 39 0.328878 -0.0365295
0 40 0.131242 0.00728156
1 40 0.144282 -0.0357144
0 41 -0.105105 0.0103381
1 41 -0.0847301 -0.0375484
0 42 0.0741931 0.0174702
1 42 0.0904929 -0.0222654
0 43 0.250435 0.0256211
1 43 0.266735 -0.0069825
0 44 -0.0837113 0.0378474
1 44 -0.065374 -0.0141145
0 45 0.286091 0.0510926
1 45 0.298315 0.0123759
0 46 0.275903 0.0541492
1 46 0.289147 0.0154325
0 47 0.292203 0.0643378
1 47 0.304428 0.0256211
0 48 -0.0918612 0.070451
1 48 0.0257012 0.266276
0 49 0.284053 0.0724887
1 49 0.296278 0.0327531
0 50 0.292203 0.0836962
1 50 0.304428 0.0449794
0 51 0.294241 0.0898094
1 51 0.305447 0.0490549
0 52 -0.0317557 0.106111
1 52 -0.0164746 0.0541492
0 53 -0.0236058 0.106111
1 53 -0.00832469 0.0551681
0 54 -0.026662 0.108149
1 54 -0.0123996 0.0561869
0 55 -0.0205496 0.109168
1 55 -0.00526848 0.0582247
0 56 -0.0297182 0.110187
1 56 -0.0144371 0.0592435
0 57 -0.0246245 0.111205
1 57 -0.0103622 0.0602624
0 58 0.228023 0.127507
1 58 0.237191 0.0796207
0 59 0.232098 0.131583
1 59 0.241266 0.0836962
0 60 0.322765 0.13362
1 60 0.329896 0.0836962
0 61 -0.0704677 0.147884
1 61 -0.0521304 0.103055
0 62 0.341102 0.148903
1 62 0.347215 0.0979603
0 63 -0.0307369 0.15196
1 63 -0.0158633 0.099998
0 64 -0.0236058 0.152979
1 64 -0.00934343 0.101017
0 65 0.346196 0.152979
1 65 0.352309 0.102036
0 66 -0.0643553 0.153998
1 66 -0.046018 0.110187
0 67 -0.0602803 0.158073
1 67 -0.0429618 0.112224
0 68 0.222929 0.158073
1 68 0.231079 0.109779
0 69 0.25451 0.167243
1 69 0.265716 0.126488
0 70 0.22191 0.170299
1 70 0.231079 0.123228
0 71 -0.0643553 0.172337
1 71 -0.046018 0.128526
0 72 0.365552 0.172337
1 72 0.370646 0.120375
0 73 -0.0704677 0.174375
1 73 -0.0525379 0.130564
0 74 -0.0612991 0.175394
1 74 -0.0439805 0.130564
0 75 -0.0612991 0.181507
1 75 -0.0439805 0.136677
0 76 0.338046 0.185582
1 76 0.34314 0.132602
0 77 -0.0623178 0.186601
1 77 -0.0449993 0.14279
0 78 0.0527996 0.18762
1 78 0.0640057 0.134639
0 79 -0.0592616 0.189658
1 79 -0.0419431 0.145847
0 80 0.216816 0.190677
1 80 0.227004 0.144828
0 81 -0.0511117 0.19679
1 81 -0.0337931 0.152979
0 82 0.384908 0.19679
1 82 0.388983 0.143809
0 83 0.239229 0.206978
1 83 0.250639 0.167243
0 84 0.0507621 0.207997
1 84 0.0619682 0.156035
0 85 0.199498 0.207997
1 85 0.208667 0.16113
0 86 0.058912 0.209016
1 86 0.0697107 0.157462
0 87 0.363515 0.209016
1 87 0.36759 0.155017
0 88 0.233116 0.211054
1 88 0.243304 0.170911
0 89 0.240247 0.211054
1 89 0.251454 0.171318
0 90 0.0263124 0.213092
1 90 0.0385373 0.162149
0 91 0.207648 0.213092
1 91 0.217835 0.167243
0 92 0.401208 0.224299
1 92 0.404264 0.170299
0 93 0.0578933 0.230412
1 93 0.0690994 0.180488
0 94 0.0599308 0.23245
1 94 0.0711369 0.181507
0 95 0.175048 0.236525
1 95 0.184624 0.18925
0 96 -0.0164746 0.245695
1 96 -0.000174789 0.201884
0 97 0.196442 0.255884
1 97 0.206629 0.213092
0 98 0.192367 0.256903
1 98 0.202554 0.214111
0 99 -0.0337931 0.259959
1 99 -0.0174933 0.218186
0 100 0.058912 0.259959
1 100 0.0701181 0.211054
0 101 0.18931 0.259959
1 101 0.199294 0.216148
0 102 0.369627 0.264035
1 102 0.374721 0.214111
0 103 0.368608 0.270148
1 103 0.373702 0.219205
0 104 0.37574 0.270148
1 104 0.380833 0.219205
0 105 0.406302 0.270148
1 105 0.410377 0.217167
0 106 0.204592 0.273204
1 106 0.216409 0.233265
0 107 -0.00832469 0.275242
1 107 0.00593764 0.231431
0 108 -0.00221227 0.280337
1 108 0.0120501 0.237544
0 109 0.182179 0.284412
1 109 0.192367 0.243658
0 110 0.062987 0.289506
1 110 0.0746006 0.241824
0 111 0.0640057 0.293582
1 111 0.0746006 0.246714
0 112 0.0049189 0.305808
1 112 0.0181625 0.263016
0 113 0.0660432 0.317016
1 113 0.0772493 0.272186
0 114 -0.0941024 -0.326701
1 114 -0.0647628 -0.353599
0 115 -0.0806551 -0.315698
1 115 -0.0521304 -0.344226
0 116 -0.261583 -0.314475
1 116 -0.227353 -0.35849
0 117 -0.0745426 -0.298581
1 117 -0.0464255 -0.329147
0 118 -0.0843225 -0.292468
1 118 -0.0562054 -0.323033
0 119 -0.240801 -0.280241
1 119 -0.210728 -0.327435
0 120 0.479243 -0.276573
1 120 0.491876 -0.310603
0 121 -0.047648 -0.26557
1 121 -0.0219757 -0.297358
0 122 -0.224908 -0.264347
1 122 -0.195569 -0.310807
0 123 0.454794 -0.260679
1 123 0.467426 -0.29532
0 124 -0.210239 -0.252121
1 124 -0.180899 -0.298581
0 125 -0.0170858 -0.252121
1 125 0.0073639 -0.283909
0 126 -0.212684 -0.249675
1 126 -0.184566 -0.297358
0 127 -0.0317557 -0.243562
1 127 -0.00730596 -0.276573
0 128 -0.180899 -0.236226
1 128 -0.154004 -0.282687
0 129 0.399782 -0.236226
1 129 0.411395 -0.271887
0 130 0.00247397 -0.230113
1 130 0.0254567 -0.26288
0 131 -0.180899 -0.225223
1 131 -0.154004 -0.272905
0 132 -0.185789 -0.224
1 132 -0.158894 -0.271683
0 133 -0.156449 -0.214219
1 133 -0.130573 -0.25966
0 134 0.0208113 -0.205661
1 134 0.0415935 -0.24234
0 135 0.00247397 -0.197102
1 135 0.0244787 -0.232559
0 136 -0.0134184 -0.186098
1 136 0.0085864 -0.224
0 137 -0.0121959 -0.181208
1 137 0.00980889 -0.21911
0 138 -0.00241596 -0.165314
1 138 0.0183663 -0.204438
0 139 0.00125147 -0.162868
1 139 0.0212187 -0.203623
0 140 0.00247397 -0.157978
1 140 0.0232562 -0.197102
0 141 0.0342586 -0.149419
1 141 0.0538183 -0.188544
0 142 -0.0745426 -0.143306
1 142 -0.0531492 -0.18834
0 143 0.149172 -0.109072
1 143 0.166287 -0.14404
0 144 0.083158 -0.105405
1 144 0.10068 -0.14351
0 145 -0.0170858 -0.0968461
1 145 0.00247397 -0.140861
0 146 -0.0219757 -0.0944008
1 146 -0.00241596 -0.138416
0 147 0.149172 -0.0919556
1 147 0.166287 -0.126189
0 148 0.0061414 -0.087065
1 148 0.0252937 -0.129246
0 149 -0.00119353 -0.077284
1 149 0.0171438 -0.121299
0 150 0.00125147 -0.0748387
1 150 0.0195888 -0.118854
0 151 -0.118552 -0.0650576
1 151 -0.0941024 -0.106627
0 152 0.0525959 -0.0589445
1 152 0.0711369 -0.0986801
0 153 -0.120997 -0.0406049
1 153 -0.0969549 -0.084416
0 154 -0.116107 -0.0381597
1 154 -0.0928799 -0.0821745
0 155 -0.109995 -0.0357144
1 155 -0.0867675 -0.0803406
0 156 0.32521 -0.0283786
1 156 0.33988 -0.063835
0 157 -0.100215 -0.0247107
1 157 -0.0786176 -0.0701519
0 158 -0.0207532 -0.0222654
1 158 0.0049189 -0.0516086
0 159 0.12839 -0.0161522
1 159 0.139881 -0.0633459
0 160 0.0489284 -0.0112617
1 160 0.0648208 -0.0564992
0 161 0.13328 0.0144136
1 161 0.148683 -0.0243194
0 162 0.0733781 0.0168589
1 162 0.0900039 -0.0237326
0 163 0.168732 0.0180815
1 163 0.185236 -0.0171711
0 164 0.255529 0.0339758
1 164 0.271421 0.000964636
0 165 0.283646 0.0413116
1 165 0.295871 0.00218728
0 166 0.262863 0.0486474
1 166 0.277941 0.0123759
0 167 0.264086 0.0523153
1 167 0.278959 0.0154325
0 168 0.268976 0.0669869
1 168 0.281201 0.0278626
0 169 0.283646 0.0718774
1 169 0.295871 0.0327531
0 170 0.275088 0.0743227
1 170 0.288128 0.0358097
0 171 0.234746 0.0804359
1 171 0.245749 0.036421
0 172 0.238414 0.0828811
1 172 0.248194 0.0376437
0 173 0.292203 0.0828811
1 173 0.303205 0.0437568
0 174 0.262863 0.086549
1 174 0.274885 0.0449794
0 175 0.276311 0.0902169
1 175 0.287313 0.0486474
0 176 0.272643 0.0914396
1 176 0.284868 0.04987
0 177 -0.0268657 0.107334
1 177 -0.0121959 0.0559832
0 178 -0.0293107 0.109779
1 178 -0.0146408 0.0584284
0 179 -0.0244207 0.109779
1 179 -0.00975089 0.0584284
0 180 -0.0342006 0.111002
1 180 -0.0195308 0.0584284
0 181 -0.0207532 0.11467
1 181 -0.00628722 0.0623001
0 182 -0.0146408 0.117115
1 182 -0.000174789 0.0653567
0 183 -0.0378681 0.124451
1 183 -0.0231982 0.0706548
0 184 -0.0647628 0.129341
1 184 -0.047648 0.0779906
0 185 0.232301 0.130564
1 185 0.240859 0.0828811
0 186 0.317875 0.130564
1 186 0.324803 0.0816585
0 187 0.169954 0.133009
1 187 0.177289 0.0792132
0 188 0.156507 0.1379
1 188 0.166287 0.0877717
0 189 0.171177 0.139122
1 189 0.178512 0.0853264
0 190 0.233524 0.145235
