18 1386 7214
0 0 -0.267856 -0.34627
1 0 -0.234361 -0.367687
0 1 -0.184117 -0.339243
1 1 -0.153114 -0.358469
0 2 -0.0965688 -0.331983
1 2 -0.0677109 -0.348647
0 3 -0.00501459 -0.323851
1 3 0.0221612 -0.338204
0 4 0.0544979 -0.319003
1 4 0.082589 -0.331097
0 5 0.40836 -0.288754
1 5 0.447936 -0.289046
0 6 -0.330679 -0.263563
1 6 -0.295833 -0.285571
0 7 -0.313085 -0.261628
1 7 -0.272647 -0.282122
0 8 -0.252497 -0.255316
1 8 -0.221086 -0.274968
0 9 -0.200888 -0.249353
1 9 -0.173556 -0.26761
0 10 -0.172441 -0.246281
1 10 -0.143917 -0.263663
0 11 -0.35877 -0.242398
1 11 -0.326478 -0.266131
0 12 -0.130437 -0.241599
1 12 -0.103774 -0.257824
0 13 -0.39442 -0.240043
1 13 -0.355194 -0.264905
0 14 -0.341576 -0.240039
1 14 -0.305717 -0.262734
0 15 -0.113499 -0.239165
1 15 -0.0862825 -0.254605
0 16 -0.0886938 -0.237771
1 16 -0.0621223 -0.251893
0 17 -0.320372 -0.236837
1 17 -0.28578 -0.259208
0 18 -0.308606 -0.235397
1 18 -0.272516 -0.25679
0 19 -0.0624806 -0.234182
1 19 -0.0417239 -0.248397
0 20 -0.284571 -0.23199
1 20 -0.253183 -0.253148
0 21 -0.278293 -0.231507
1 21 -0.248817 -0.252279
0 22 -0.0411514 -0.231783
1 22 -0.0153632 -0.24455
0 23 -0.0302488 -0.230401
1 23 -0.00455951 -0.242485
0 24 -0.262781 -0.229294
1 24 -0.230734 -0.249414
0 25 -0.245153 -0.22694
1 25 -0.214229 -0.246234
0 26 -0.0041926 -0.22757
1 26 0.0208952 -0.238848
0 27 0.0234203 -0.224227
1 27 0.0439719 -0.234953
0 28 0.0478628 -0.221199
1 28 0.0632956 -0.231992
0 29 -0.167152 -0.216343
1 29 -0.139584 -0.233296
0 30 -0.136086 -0.212353
1 30 -0.120829 -0.230367
0 31 0.109746 -0.212604
1 31 0.107305 -0.225117
0 32 0.11943 -0.212798
1 32 0.115549 -0.224501
0 33 0.135671 -0.210637
1 33 0.134977 -0.221903
0 34 -0.0838689 -0.205545
1 34 -0.0594941 -0.21962
0 35 0.182589 -0.205714
1 35 0.182654 -0.214043
0 36 -0.259386 -0.202059
1 36 -0.242524 -0.224619
0 37 0.260217 -0.198719
1 37 0.289874 -0.199664
0 38 0.279346 -0.197966
1 38 0.309469 -0.198098
0 39 -0.205585 -0.194715
1 39 -0.182084 -0.213776
0 40 -0.00173973 -0.194584
1 40 0.0130105 -0.20657
0 41 0.146756 -0.193378
1 41 0.144867 -0.20361
0 42 0.120508 -0.189622
1 42 0.116422 -0.20101
0 43 0.1819 -0.18935
1 43 0.184115 -0.197749
0 44 0.0524472 -0.187467
1 44 0.054722 -0.199405
0 45 0.384001 -0.186212
1 45 0.419275 -0.181852
0 46 0.0984621 -0.185067
1 46 0.0941885 -0.197166
0 47 -0.0118249 -0.182985
1 47 -0.00622902 -0.197443
0 48 -0.00580153 -0.182812
1 48 -0.00382622 -0.197268
0 49 0.0876637 -0.182543
1 49 0.0871905 -0.193392
0 50 -0.271284 -0.180212
1 50 -0.274727 -0.206655
0 51 -0.260175 -0.179877
1 51 -0.26535 -0.206309
0 52 0.0116335 -0.179996
1 52 0.0179422 -0.193151
0 53 -0.281842 -0.179074
1 53 -0.286249 -0.206117
0 54 -0.25395 -0.179189
1 54 -0.255576 -0.205154
0 55 0.181459 -0.179527
1 55 0.182711 -0.187599
0 56 -0.243737 -0.175445
1 56 -0.246202 -0.200693
0 57 0.111365 -0.173483
1 57 0.10846 -0.184519
0 58 0.0201047 -0.172199
1 58 0.0261996 -0.184658
0 59 -0.234791 -0.168801
1 59 -0.238101 -0.193604
0 60 0.171994 -0.168065
1 60 0.172297 -0.176231
0 61 0.181419 -0.161995
1 61 0.180159 -0.169494
0 62 0.130233 -0.159929
1 62 0.127655 -0.169708
0 63 0.144427 -0.159964
1 63 0.140856 -0.169513
0 64 0.27468 -0.158965
1 64 0.303396 -0.157558
0 65 -0.221027 -0.154954
1 65 -0.226132 -0.17924
0 66 0.153239 -0.156274
1 66 0.150092 -0.164928
0 67 -0.00159739 -0.155089
1 67 0.00103476 -0.168542
0 68 -0.014468 -0.154055
1 68 -0.0123283 -0.168076
0 69 -0.218714 -0.152756
1 69 -0.224343 -0.177385
0 70 0.00222204 -0.150009
1 70 0.00474891 -0.163388
0 71 -0.00975928 -0.146782
1 71 -0.00754235 -0.160066
0 72 0.374935 -0.145879
1 72 0.408427 -0.14002
0 73 0.136462 -0.142758
1 73 0.132362 -0.151662
0 74 0.145567 -0.143149
1 74 0.141962 -0.151938
0 75 -0.266529 -0.141689
1 75 -0.275041 -0.1684
0 76 -0.224767 -0.142064
1 76 -0.230568 -0.166517
0 77 0.125958 -0.142226
1 77 0.121435 -0.15158
0 78 0.116092 -0.13968
1 78 0.112458 -0.149254
0 79 0.202248 -0.13974
1 79 0.196688 -0.146401
0 80 0.151533 -0.138405
1 80 0.14703 -0.146736
0 81 -0.0235789 -0.137249
1 81 -0.0202281 -0.150623
0 82 -0.224846 -0.136113
1 82 -0.231021 -0.160775
0 83 -0.000251229 -0.135531
1 83 0.00270608 -0.14856
0 84 0.0129688 -0.134934
1 84 0.0174345 -0.147394
0 85 0.136245 -0.133457
1 85 0.133384 -0.141898
0 86 0.123157 -0.132149
1 86 0.119449 -0.141039
0 87 0.188661 -0.132755
1 87 0.183776 -0.139681
0 88 -0.225806 -0.130637
1 88 -0.232387 -0.155176
0 89 0.194961 -0.129673
1 89 0.189705 -0.136082
0 90 0.182589 -0.127535
1 90 0.178544 -0.133916
0 91 0.145742 -0.126661
1 91 0.142922 -0.134003
0 92 0.133599 -0.12537
1 92 0.130051 -0.133747
0 93 0.00515848 -0.123099
1 93 0.0079173 -0.135761
0 94 0.154235 -0.122477
1 94 0.150421 -0.130067
0 95 -0.222459 -0.121861
1 95 -0.228358 -0.14611
0 96 0.129277 -0.121175
1 96 0.1264 -0.12903
0 97 0.117385 -0.118964
1 97 0.117618 -0.126307
0 98 -0.227172 -0.117997
1 98 -0.233273 -0.142171
0 99 0.145909 -0.117961
1 99 0.142263 -0.125273
0 100 0.169609 -0.118191
1 100 0.16513 -0.124501
0 101 -0.240618 -0.11737
1 101 -0.247779 -0.142569
0 102 -0.260001 -0.115884
1 102 -0.268495 -0.142067
0 103 -0.0106931 -0.115709
1 103 -0.00756644 -0.128836
0 104 0.00835467 -0.114477
1 104 0.0133377 -0.125513
0 105 0.140505 -0.11515
1 105 0.136843 -0.122807
0 106 -0.267822 -0.11359
1 106 -0.277173 -0.139934
0 107 0.153525 -0.11218
1 107 0.149466 -0.119297
0 108 -0.226482 -0.109966
1 108 -0.229661 -0.133111
0 109 0.163567 -0.109768
1 109 0.159195 -0.115743
0 110 -0.00594787 -0.106096
1 110 -0.00258233 -0.118089
0 111 0.197129 -0.106181
1 111 0.197101 -0.110648
0 112 -0.132854 -0.105184
1 112 -0.138682 -0.125243
0 113 -0.260938 -0.103769
1 113 -0.269038 -0.130003
0 114 -0.120463 -0.103684
1 114 -0.114621 -0.120524
0 115 -0.010897 -0.103564
1 115 -0.00845528 -0.115746
0 116 -0.22109 -0.101407
1 116 -0.223446 -0.12513
0 117 0.0015705 -0.100483
1 117 0.00517996 -0.112097
0 118 -0.261589 -0.0964724
1 118 -0.269511 -0.122663
0 119 -0.00501357 -0.0965588
1 119 -0.00229715 -0.108595
0 120 0.120884 -0.0962283
1 120 0.119747 -0.103259
